Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,latitude,longitude
Heart Beat,1980,City Lights Bookstore (261 Columbus),"One of the country's earliest bookstores, City Lights was founded by, and still owned by beat poet Lawrence Ferlinghetti. The bookstore was often frequented by Beat writers like Allen Ginsberg and Jack Kerouac.",Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,Meg Ryan,36.778261,-119.4179324
Heart Beat,1980,San Francisco Art Institute (800 Chestnut Street),,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,Meg Ryan,37.803376,-122.417167
Heart Beat,1980,Washington Square Bar & Grill (1707 Powell),,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,,36.778261,-119.4179324
"Hello Frisco, Hello",1943,,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Bruce Humberstone,Robert Ellis,Alice Faye,,Meg Ryan,37.7749295,-122.4194155
Hemingway & Gelhorn,2011,Muni Metro East (501 Cesar Chavez),,"Attaboy Films, For Whom Productions, Home Box Office (HBO)",Home Box Office (HBO),Philip Kaufman,Jerry Stahl & Barbara Turner,Nicole Kidman,Clive Owen,Tom Cruise,36.778261,-119.4179324
Herbie Rides Again,1974,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Tom Cruise,36.778261,-119.4179324
Herbie Rides Again,1974,Castagnola's Restaurant (Fisherman's Wharf),,Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Tom Cruise,36.778261,-119.4179324
Herbie Rides Again,1974,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Helen Hayes,Ken Berry,Tom Cruise,37.8196974,-122.4787854
Hereafter,2009,Hobart Building (582 Market Street),,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,36.778261,-119.4179324
Hereafter,2009,1160 Taylor Street,,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,37.7932294,-122.4127738
Hereafter,2009,The Final Final (2990 Baker Street),,GT Films,Warner Bros. Pictures,Clint Eastwood,Peter Morgan,Matt Damon,Cecile De France,,36.778261,-119.4179324
High Anxiety,1977,"Conservatory of Flowers, Golden Gate Park","The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.7726683,-122.4587578
High Anxiety,1977,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confererate general learned that the war had ended while en route to SF.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.8105374,-122.4770634
High Anxiety,1977,Hyatt Regency Hotel (5 Embarcadero Center),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,36.778261,-119.4179324
High Crimes,1977,Vesuvio Café (255 Columbus Avenue),Jack Kerouac was a regular at the café.,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,36.778261,-119.4179324
High Crimes,1977,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,38.423007,-82.0301669
High Crimes,2002,391 Pennsylvania Avnue at 19th Street,,Twentieth Century Fox Corporation,Twentieth Century Fox Corporation,Carl Franklin,Yuri Zeltser,Ashley Judd,Morgan Freeman,,37.761621,-122.393173
High Crimes,1977,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"". ",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.7879938,-122.4074374
High Crimes,1977,Maiden Lane,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,37.7882406,-122.4052008
High Crimes,1977,Condor Club (Columbus and Broadway),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,36.778261,-119.4179324
High Crimes,1977,Chase H & Q  (1 Bush Street at Sansome),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,36.778261,-119.4179324
Homeward Bound II: Lost in San Francisco,1996,Pier 39 (Fisherman's Wharf),,Walt Disney Pictures,Buena Vista Pictures,David R. Ellis,Sheila Burnford,Michael J. Fox,Sally Field,,37.80867300000001,-122.409821
House of Sand and Fog,2003,,,DreamWorks SKG,DreamWorks Distribution,Vadim Perelman,Vadim Perelman,Jennifer Connelly,Ben Kingsley,,37.7749295,-122.4194155
How Stella Got Her Groove Back,1998,Marriot Hotel (55 4th Street at Market),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Kevin Rodney Sullivan,Terry McMillan,Angela Bassett,Taye Diggs,,36.778261,-119.4179324
Hulk,2003,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.8235515,-122.370648
Hulk,2003,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.8196974,-122.4787854
Hulk,2003,Vallejo Street at Sansome,,Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.7993922,-122.4024386
Hulk,2003,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Universal Pictures,Universal Pictures,Ang Lee,Stan Lee,Eric Bana,Jennifer Connelly,,37.8013407,-122.4056674
Indiana Jones and the Last Crusade,1989,Administration Building (Treasure Island),"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Paramount Pictures,Paramount Pictures,Steven Spielberg,Jeffrey Boam,Harrison Ford,Sean Connery,Chazz Palminteri,36.778261,-119.4179324
Innerspace,1987,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Chazz Palminteri,37.8196974,-122.4787854
Innerspace,1987,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Chazz Palminteri,37.8013407,-122.4056674
Innerspace,1987,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Chazz Palminteri,36.778261,-119.4179324
Interview With The Vampire,1994,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Chazz Palminteri,37.8196974,-122.4787854
Interview With The Vampire,1994,100 Market Street at 6th Street,,Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,,37.7942635,-122.3955861
Interview With The Vampire,1994,6th Street On-ramp to Highway 280,,Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Chazz Palminteri,36.778261,-119.4179324
Interview With The Vampire,1994,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Chazz Palminteri,37.79592299999999,-122.392052
Invasion of the Body Snatchers,1978,"Bimbo's 365 Club (1025 Columbus Avenue, North Beach)",,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,36.778261,-119.4179324
Invasion of the Body Snatchers,1978,32 Napier Lane,,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,37.802602,-122.403852
Invasion of the Body Snatchers,1978,1227 Montgomery Street (Telegraph Hill),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,37.8004632,-122.4045382
Invasion of the Body Snatchers,1978,Broadway Tunnel (Russian Hill),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,37.7964329,-122.4173931
Invasion of the Body Snatchers,1978,United Nations Plaza (Civic Center),United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,37.7799084,-122.4143136
Invasion of the Body Snatchers,1978,"Department of Public Health (101 Grove Street at Polk, Civic Center)",,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,36.778261,-119.4179324
Invasion of the Body Snatchers,1978,720 Steiner Street (Hayes Valley),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,37.776381,-122.432742
Invasion of the Body Snatchers,1978,Pier 33 (Embarcadero),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,37.8069079,-122.4051616
Invasion of the Body Snatchers,1978,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,37.7941378,-122.4077914
Invasion of the Body Snatchers,1978,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Emma Thompson,37.7793176,-122.4191405
Invasion of the Body Snatchers,1978,Hamlin Hotel (385 Eddy Street),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,36.778261,-119.4179324
Invasion of the Body Snatchers,1978,Lafayette Park (Pacific Heights),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,37.7916146,-122.4276133
Invasion of the Body Snatchers,1978,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,36.778261,-119.4179324
Invasion of the Body Snatchers,1978,"Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center)",,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,36.778261,-119.4179324
Invasion of the Body Snatchers,1978,San Francisco Drydock (20th and Illinois Streets),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,,36.778261,-119.4179324
Invasion of the Body Snatchers,1978,Transamerica Building (600 Montgomery Street at Clay),"The Pyramid was the tallest skyscraper west of the Mississippi from 1972-1974, until it was surpassed by Los Angeles' Aon Center. ",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Joanna Lumley,36.778261,-119.4179324
I Remember Mama,1948,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Chazz Palminteri,37.7924958,-122.4100354
I Remember Mama,1948,The Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Jennifer Lopez,37.79592299999999,-122.392052
I Remember Mama,1948,Grant Avenue (North Beach),,RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Chazz Palminteri,37.7974931,-122.406982
I's,2011,1 Post Street,,Banshee Cinema,,Chris Edgette,Kyle Tuck,,,,37.788838,-122.4027153
It Came From Beneath the Sea,1955,Chrissy Field,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,,Jamie Chung,37.8039069,-122.4640618
It Came From Beneath the Sea,1955,Hunters Point,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,,,37.7276095,-122.3702611
It Came From Beneath the Sea,1955,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,,,37.8196974,-122.4787854
Jack,1996,,,American Zoetrope,Buena Vista Pictures,Francis Ford Coppola,James DeMonaco,Robin Williams,Diane Lane,Jamie Chung,37.7749295,-122.4194155
Jade,1995,Fior d' Italia (601 Union Street at Stockton),,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,36.778261,-119.4179324
Jade,1995,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,37.7702043,-122.4701584
Jade,1995,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,37.7924958,-122.4100354
Jade,1995,Palace of Fine Arts,"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,37.801456,-122.448053
Jade,1995,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,36.778261,-119.4179324
Jade,1995,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,36.778261,-119.4179324
Jade,1995,Washington Square (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Jamie Chung,37.8009182,-122.410111
Jade,1995,Hall of Justice (850 Bryant Street),,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,37.775471,-122.4037169
Jade,1995,Lombard & Hyde Streets,,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,,37.8020032,-122.4196662
Jagged Edge,1985,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Maria Mayenzet,,,37.8196974,-122.4787854
